CHROM	BIN_START	BIN_END	EXP_HET	OBS_HET	TREATMENT
NC_035780.1	61182180	61182680	0.1435546875	0.1703125	CONCON
NC_035780.1	61182680	61183180	0.1657894737	0.1842105263	CONCON
NC_035780.1	61183180	61183680	0.1709151786	0.1848214286	CONCON
NC_035780.1	61183680	61184180	0.1815909091	0.2136363636	CONCON
NC_035780.1	61184180	61184680	0.159375	0.1964285714	CONCON
NC_035780.1	61184680	61185180	0.1413888889	0.1555555556	CONCON
NC_035780.1	61186180	61186680	0.210234375	0.246875	CONCON
NC_035780.1	61186680	61187180	0.1925862069	0.2206896552	CONCON
NC_035780.1	61187180	61187680	0.2097093023	0.2348837209	CONCON
NC_035780.1	61187680	61188180	0.1808035714	0.1964285714	CONCON
NC_035780.1	61188180	61188680	0.1691666667	0.1833333333	CONCON
NC_035780.1	61188680	61189180	0.1138888889	0.1277777778	CONCON
NC_035780.1	61189180	61189680	0.146122449	0.1755102041	CONCON
NC_035780.1	61189680	61190180	0.15665	0.174	CONCON
NC_035780.1	61190180	61190680	0.09543478261	0.1043478261	CONCON
NC_035780.1	61190680	61191180	0.111875	0.1291666667	CONCON
NC_035780.1	61191180	61191680	0.1377777778	0.1555555556	CONCON
NC_035780.1	61191680	61192180	0.1142105263	0.1421052632	CONCON
NC_035780.1	61192180	61192680	0.1175	0.14	CONCON
NC_035780.1	61192680	61193180	0.1779807692	0.2115384615	CONCON
NC_035780.1	61193180	61193680	0.0775	0.1	CONCON
NC_035780.1	61193680	61194180	0.1415972222	0.1638888889	CONCON
NC_035780.1	61194180	61194680	0.1482916667	0.175	CONCON
NC_035780.1	61194680	61195180	0.1603409091	0.1863636364	CONCON
NC_035780.1	61195180	61195680	0.1142045455	0.1227272727	CONCON
NC_035780.1	61195680	61196180	0.1384166667	0.1566666667	CONCON
NC_035780.1	61196180	61196680	0.155625	0.195	CONCON
NC_035780.1	61196680	61197180	0.1051630435	0.1282608696	CONCON
NC_035780.1	61197180	61197680	0.04216346154	0.04423076923	CONCON
NC_035780.1	61197680	61198180	0.1869736842	0.2473684211	CONCON
NC_035780.1	61198180	61198680	0.2052083333	0.2583333333	CONCON
NC_035780.1	61198680	61199180	0.1247142857	0.1428571429	CONCON
NC_035780.1	61199180	61199680	0.09961206897	0.1017241379	CONCON
NC_035780.1	61199680	61200180	0.2275320513	0.2884615385	CONCON
NC_035780.1	61200180	61200680	0.1857	0.228	CONCON
NC_035780.1	61200680	61201180	0.1661206897	0.2	CONCON
NC_035780.1	61201180	61201680	0.1579347826	0.1913043478	CONCON
NC_035780.1	61201680	61202180	0.1794907407	0.2166666667	CONCON
NC_035780.1	61202180	61202680	0.141875	0.15625	CONCON
NC_035780.1	61202680	61203180	0.1866176471	0.2411764706	CONCON
NC_035780.1	61203180	61203680	0.1465865385	0.1788461538	CONCON
NC_035780.1	61203680	61204180	0.2173958333	0.2708333333	CONCON
NC_035780.1	61204180	61204680	0.162125	0.1716666667	CONCON
NC_035780.1	61204680	61205180	0.1884375	0.2291666667	CONCON
NC_035780.1	61205180	61205680	0.2241304348	0.2608695652	CONCON
NC_035780.1	61205680	61206180	0.3285714286	0.4142857143	CONCON
NC_035780.1	61206180	61206680	0.1472058824	0.1882352941	CONCON
NC_035780.1	61206680	61207180	0.1675	0.1975	CONCON
NC_035780.1	61207180	61207680	0.210462963	0.2740740741	CONCON
NC_035780.1	61207680	61208180	0.3063392857	0.4464285714	CONCON
NC_035780.1	61208180	61208680	0.1890625	0.2166666667	CONCON
NC_035780.1	61208680	61209180	0.1826282051	0.2256410256	CONCON
NC_035780.1	61209180	61209680	0.1678846154	0.1769230769	CONCON
NC_035780.1	61209680	61210180	0.1715	0.18	CONCON
NC_035780.1	65392697	65393197	0.1486184211	0.1631578947	CONCON
NC_035780.1	65393197	65393697	0.1819691781	0.2102739726	CONCON
NC_035780.1	65393697	65394197	0.08883928571	0.1035714286	CONCON
NC_035780.1	65394697	65395197	0.1310483871	0.1161290323	CONCON
NC_035780.1	65395197	65395697	0.1877884615	0.2269230769	CONCON
NC_035780.1	65395697	65396197	0.1762719298	0.2070175439	CONCON
NC_035780.1	65396197	65396697	0.1895945946	0.2189189189	CONCON
NC_035780.1	65396697	65397197	0.1857758621	0.2189655172	CONCON
NC_035780.1	65397197	65397697	0.1243647541	0.1450819672	CONCON
NC_035780.1	65397697	65398197	0.1385638298	0.1574468085	CONCON
NC_035780.1	65398197	65398697	0.187175	0.219	CONCON
NC_035780.1	65407197	65407697	0.06375	0.06666666667	CONCON
NC_035780.1	65409697	65410197	0.2151785714	0.2547619048	CONCON
NC_035780.1	65410197	65410697	0.1496333333	0.1706666667	CONCON
NC_035780.1	65410697	65411197	0.1970258621	0.2275862069	CONCON
NC_035780.1	65411197	65411697	0.2431617647	0.2588235294	CONCON
NC_035780.1	65411697	65412197	0.2110897436	0.2397435897	CONCON
NC_035780.1	65412197	65412697	0.2171022727	0.2386363636	CONCON
NC_035780.1	65412697	65413197	0.2058333333	0.2333333333	CONCON
NC_035780.1	65413197	65413697	0.1921428571	0.2261904762	CONCON
NC_035780.1	65414197	65414697	0.39875	0.55	CONCON
NC_035780.1	65419697	65420197	0.22984375	0.25625	CONCON
NC_035780.1	65420197	65420697	0.1557222222	0.1733333333	CONCON
NC_035780.1	65420697	65421197	0.1265988372	0.1430232558	CONCON
NC_035780.1	65421197	65421697	0.1271542553	0.1542553191	CONCON
NC_035780.1	65421697	65422197	0.1395426829	0.1597560976	CONCON
NC_035780.1	65422197	65422697	0.1727008929	0.20625	CONCON
NC_035780.1	65422697	65423197	0.1367142857	0.1557142857	CONCON
NC_035780.1	65423197	65423697	0.1489038462	0.1776923077	CONCON
NC_035780.1	65423697	65424197	0.1092261905	0.130952381	CONCON
NC_035780.1	65424197	65424697	0.1251923077	0.1538461538	CONCON
NC_035780.1	65428697	65429197	0.2586842105	0.3421052632	CONCON
NC_035780.1	65429197	65429697	0.1760597826	0.2141304348	CONCON
NC_035780.1	65429697	65430197	0.1565909091	0.1939393939	CONCON
NC_035780.1	65430197	65430697	0.1620833333	0.199122807	CONCON
NC_035780.1	65430697	65431197	0.1881168831	0.2285714286	CONCON
NC_035780.1	65431197	65431697	0.2465625	0.2819444444	CONCON
NC_035781.1	9461218	9461718	0.2281048387	0.2661290323	CONCON
NC_035781.1	9461718	9462218	0.2073076923	0.2333333333	CONCON
NC_035781.1	9462218	9462718	0.2823648649	0.3486486486	CONCON
NC_035781.1	9462718	9463218	0.2343092105	0.2960526316	CONCON
NC_035781.1	9463218	9463718	0.2253571429	0.2666666667	CONCON
NC_035781.1	9463718	9464218	0.2319270833	0.2645833333	CONCON
NC_035781.1	9464218	9464718	0.160923913	0.197826087	CONCON
NC_035781.1	9464718	9465218	0.2480147059	0.3147058824	CONCON
NC_035781.1	9465218	9465718	0.3511413043	0.4717391304	CONCON
NC_035781.1	9465718	9466218	0.3820192308	0.4807692308	CONCON
NC_035781.1	9466218	9466718	0.28625	0.3602564103	CONCON
NC_035781.1	9466718	9467218	0.2525480769	0.3403846154	CONCON
NC_035781.1	9467218	9467718	0.3087	0.404	CONCON
NC_035781.1	9467718	9468218	0.2615833333	0.3433333333	CONCON
NC_035781.1	9468218	9468718	0.3410416667	0.4694444444	CONCON
NC_035781.1	9468718	9469218	0.3070089286	0.4196428571	CONCON
NC_035781.1	9469218	9469718	0.298	0.38	CONCON
NC_035781.1	9469718	9470218	0.2755514706	0.3985294118	CONCON
NC_035781.1	9470218	9470718	0.1776086957	0.2130434783	CONCON
NC_035781.1	9470718	9471218	0.2863942308	0.4057692308	CONCON
NC_035781.1	9471218	9471718	0.18203125	0.24875	CONCON
NC_035781.1	9471718	9472218	0.2738709677	0.3838709677	CONCON
NC_035781.1	9472218	9472718	0.2181818182	0.3090909091	CONCON
NC_035781.1	9472718	9473218	0.1128928571	0.15	CONCON
NC_035781.1	9473218	9473718	0.078125	0.08269230769	CONCON
NC_035781.1	9473718	9474218	0.1629545455	0.2	CONCON
NC_035781.1	9474218	9474718	0.1799184783	0.2097826087	CONCON
NC_035781.1	9474718	9475218	0.256548913	0.3010869565	CONCON
NC_035781.1	9475218	9475718	0.48875	0.65	CONCON
NC_035781.1	9475718	9476218	0.2699375	0.3175	CONCON
NC_035781.1	9476218	9476718	0.21646875	0.25875	CONCON
NC_035781.1	9476718	9477218	0.2234722222	0.2833333333	CONCON
NC_035781.1	9477218	9477718	0.1944852941	0.2264705882	CONCON
NC_035781.1	9477718	9478218	0.1819583333	0.2016666667	CONCON
NC_035781.1	9478218	9478718	0.1719791667	0.1958333333	CONCON
NC_035781.1	9478718	9479218	0.1607142857	0.2	CONCON
NC_035781.1	9479218	9479718	0.2484821429	0.2857142857	CONCON
NC_035781.1	9479718	9480218	0.2555416667	0.305	CONCON
NC_035781.1	9480218	9480718	0.3114130435	0.3782608696	CONCON
NC_035781.1	9480718	9481218	0.2586111111	0.319047619	CONCON
NC_035781.1	9481218	9481718	0.2268421053	0.2789473684	CONCON
NC_035781.1	9481718	9482218	0.3087931034	0.3724137931	CONCON
NC_035781.1	9482218	9482718	0.245625	0.309375	CONCON
NC_035781.1	9482718	9483218	0.3774038462	0.5038461538	CONCON
NC_035781.1	9483218	9483718	0.1904347826	0.2304347826	CONCON
NC_035781.1	9483718	9484218	0.2731372549	0.331372549	CONCON
NC_035781.1	9484218	9484718	0.2389903846	0.2653846154	CONCON
NC_035781.1	9484718	9485218	0.2501136364	0.3090909091	CONCON
NC_035781.1	9485218	9485718	0.2321381579	0.2828947368	CONCON
NC_035781.1	9485718	9486218	0.3041826923	0.3942307692	CONCON
NC_035781.1	9486218	9486718	0.2387	0.26	CONCON
NC_035781.1	9486718	9487218	0.3138888889	0.4037037037	CONCON
NC_035781.1	9487218	9487718	0.2477777778	0.3111111111	CONCON
NC_035781.1	9487718	9488218	0.3374652778	0.4291666667	CONCON
NC_035781.1	9488218	9488718	0.2067045455	0.2386363636	CONCON
NC_035781.1	9488718	9489218	0.1886397059	0.2029411765	CONCON
NC_035781.1	9489218	9489718	0.1781547619	0.2023809524	CONCON
NC_035781.1	9489718	9490218	0.18428125	0.22875	CONCON
NC_035781.1	9490218	9490718	0.167037037	0.2	CONCON
NC_035781.1	9490718	9491218	0.2009166667	0.25	CONCON
NC_035781.1	9491218	9491718	0.1967788462	0.225	CONCON
NC_035781.1	9491718	9492218	0.2030357143	0.2357142857	CONCON
NC_035781.1	9492218	9492718	0.2026136364	0.2409090909	CONCON
NC_035781.1	9492718	9493218	0.225	0.2636363636	CONCON
NC_035781.1	9493718	9494218	0.2121875	0.2375	CONCON
NC_035781.1	9494218	9494718	0.1860227273	0.2318181818	CONCON
NC_035781.1	9494718	9495218	0.1985714286	0.2333333333	CONCON
NC_035781.1	9495218	9495718	0.193	0.2333333333	CONCON
NC_035781.1	9495718	9496218	0.2288888889	0.275	CONCON
NC_035781.1	9496218	9496718	0.2284821429	0.2583333333	CONCON
NC_035781.1	9496718	9497218	0.1750568182	0.2022727273	CONCON
NC_035781.1	9497218	9497718	0.15065625	0.19875	CONCON
NC_035781.1	9497718	9498218	0.1192708333	0.1458333333	CONCON
NC_035781.1	9498718	9499218	0.1572916667	0.1805555556	CONCON
NC_035781.1	9499218	9499718	0.2395833333	0.2958333333	CONCON
NC_035781.1	9499718	9500218	0.2034375	0.2803571429	CONCON
NC_035781.1	9500218	9500718	0.1852631579	0.2210526316	CONCON
NC_035781.1	9500718	9501218	0.2160294118	0.2823529412	CONCON
NC_035781.1	9501218	9501356	0.39875	0.55	CONCON
NC_035781.1	9701551	9702051	0.2415	0.2866666667	CONCON
NC_035781.1	9702051	9702551	0.2172972973	0.2891891892	CONCON
NC_035781.1	9702551	9703051	0.2602205882	0.3294117647	CONCON
NC_035781.1	9703051	9703551	0.1997222222	0.2444444444	CONCON
NC_035781.1	9703551	9704051	0.089	0.1	CONCON
NC_035781.1	9704051	9704551	0.1275	0.1444444444	CONCON
NC_035781.1	9705051	9705551	0.1053409091	0.1227272727	CONCON
NC_035781.1	9705551	9706051	0.1383695652	0.1608695652	CONCON
NC_035781.1	9706051	9706551	0.2655208333	0.325	CONCON
NC_035781.1	9706551	9707051	0.2885546875	0.3296875	CONCON
NC_035781.1	9707051	9707551	0.2706875	0.3475	CONCON
NC_035781.1	9707551	9708051	0.4275	0.55	CONCON
NC_035781.1	9708051	9708551	0.2489583333	0.3194444444	CONCON
NC_035781.1	9708551	9709051	0.1490789474	0.1736842105	CONCON
NC_035781.1	9709051	9709551	0.1645833333	0.1833333333	CONCON
NC_035781.1	9709551	9710051	0.25175	0.3128571429	CONCON
NC_035781.1	9710051	9710551	0.1620833333	0.1705128205	CONCON
NC_035781.1	9710551	9711051	0.200625	0.2083333333	CONCON
NC_035781.1	9711051	9711551	0.2097916667	0.2666666667	CONCON
NC_035781.1	9711551	9712051	0.1875462963	0.2314814815	CONCON
NC_035781.1	9712051	9712551	0.2888602941	0.3955882353	CONCON
NC_035781.1	9712551	9713051	0.3126875	0.4075	CONCON
NC_035781.1	9713051	9713551	0.2548571429	0.32	CONCON
NC_035781.1	9713551	9714051	0.2399318182	0.2790909091	CONCON
NC_035781.1	9714051	9714551	0.217173913	0.2347826087	CONCON
NC_035781.1	9714551	9715051	0.1933578431	0.2166666667	CONCON
NC_035781.1	9715051	9715551	0.1383125	0.1575	CONCON
NC_035781.1	9715551	9716051	0.249625	0.29	CONCON
NC_035781.1	9716051	9716551	0.2505743243	0.322972973	CONCON
NC_035781.1	9716551	9717051	0.1521759259	0.2166666667	CONCON
NC_035781.1	9717051	9717551	0.1239285714	0.1571428571	CONCON
NC_035781.1	9717551	9718051	0.1476666667	0.1666666667	CONCON
NC_035781.1	9718051	9718551	0.2176388889	0.2611111111	CONCON
NC_035781.1	9718551	9719051	0.18265625	0.23125	CONCON
NC_035781.1	9719051	9719551	0.304125	0.41	CONCON
NC_035781.1	9719551	9720051	0.3830769231	0.5230769231	CONCON
NC_035781.1	9721551	9722051	0.1645394737	0.1973684211	CONCON
NC_035781.1	9722051	9722551	0.075703125	0.084375	CONCON
NC_035781.1	9722551	9723051	0.1522	0.184	CONCON
NC_035781.1	9723051	9723551	0.1585416667	0.1916666667	CONCON
NC_035781.1	9723551	9724051	0.166875	0.195	CONCON
NC_035781.1	9724051	9724551	0.14525	0.17	CONCON
NC_035781.1	9724551	9725051	0.2138461538	0.2769230769	CONCON
NC_035781.1	9725051	9725551	0.2622222222	0.3166666667	CONCON
NC_035781.1	9725551	9726051	0.3715277778	0.4722222222	CONCON
NC_035781.1	9726051	9726551	0.1396875	0.1625	CONCON
NC_035781.1	9726551	9727051	0.1660416667	0.1916666667	CONCON
NC_035781.1	9727051	9727551	0.19125	0.225	CONCON
NC_035781.1	9727551	9728051	0.2735227273	0.3681818182	CONCON
NC_035781.1	9728551	9729051	0.28925	0.39	CONCON
NC_035781.1	9729051	9729551	0.25	0.35	CONCON
NC_035781.1	9729551	9730051	0.206875	0.2607142857	CONCON
NC_035781.1	9730051	9730551	0.3221875	0.4375	CONCON
NC_035781.1	9730551	9731051	0.36525	0.49	CONCON
NC_035781.1	9735051	9735551	0.234375	0.325	CONCON
NC_035781.1	9735551	9736051	0.209375	0.275	CONCON
NC_035781.1	9736051	9736551	0.2202083333	0.275	CONCON
NC_035781.1	12172224	12172724	0.446875	0.675	CONCON
NC_035781.1	12172724	12173224	0.208	0.26	CONCON
NC_035781.1	12173224	12173724	0.3041847826	0.4065217391	CONCON
NC_035781.1	12173724	12174224	0.2166203704	0.2722222222	CONCON
NC_035781.1	12174224	12174724	0.256	0.27	CONCON
NC_035781.1	12174724	12175224	0.2194921875	0.2640625	CONCON
NC_035781.1	12175224	12175724	0.3750833333	0.5033333333	CONCON
NC_035781.1	12175724	12176224	0.1370833333	0.15	CONCON
NC_035781.1	12176224	12176724	0.06416666667	0.06666666667	CONCON
NC_035781.1	12176724	12177224	0.071875	0.075	CONCON
NC_035781.1	12177224	12177724	0.2810119048	0.4166666667	CONCON
NC_035781.1	12177724	12178224	0.2090340909	0.2568181818	CONCON
NC_035781.1	12178724	12179224	0.2718181818	0.2545454545	CONCON
NC_035781.1	12179224	12179724	0.1664880952	0.1357142857	CONCON
NC_035781.1	12179724	12180224	0.1781617647	0.15	CONCON
NC_035781.1	12180224	12180724	0.1292592593	0.1444444444	CONCON
NC_035781.1	12180724	12181224	0.14	0.1444444444	CONCON
NC_035781.1	12181224	12181724	0.1588362069	0.1706896552	CONCON
NC_035781.1	12181724	12182224	0.163	0.18	CONCON
NC_035781.1	12182224	12182724	0.2642045455	0.3227272727	CONCON
NC_035781.1	12182724	12183224	0.229	0.3	CONCON
NC_035781.1	12183224	12183724	0.1445923913	0.1641304348	CONCON
NC_035781.1	12183724	12184224	0.1610106383	0.1936170213	CONCON
NC_035781.1	12184224	12184724	0.1521875	0.1778846154	CONCON
NC_035781.1	12184724	12185224	0.1808189655	0.2224137931	CONCON
NC_035781.1	12185224	12185724	0.18	0.2	CONCON
NC_035781.1	12185724	12186224	0.1641666667	0.2166666667	CONCON
NC_035781.1	12186224	12186724	0.1289375	0.1525	CONCON
NC_035781.1	12186724	12187224	0.09465	0.102	CONCON
NC_035781.1	12187224	12187724	0.2187053571	0.2607142857	CONCON
NC_035781.1	12187724	12188224	0.3275	0.3517241379	CONCON
NC_035781.1	12188224	12188724	0.1908445946	0.2013513514	CONCON
NC_035781.1	12188724	12189224	0.2574609375	0.2578125	CONCON
NC_035781.1	12189224	12189724	0.3159722222	0.3333333333	CONCON
NC_035781.1	12189724	12190224	0.2443571429	0.2742857143	CONCON
NC_035781.1	12190224	12190724	0.2422794118	0.2882352941	CONCON
NC_035781.1	12190724	12191224	0.2616158537	0.3085365854	CONCON
NC_035781.1	12191224	12191724	0.2313461538	0.2487179487	CONCON
NC_035781.1	12191724	12192224	0.271875	0.3083333333	CONCON
NC_035781.1	12192224	12192724	0.1308333333	0.15	CONCON
NC_035781.1	12193224	12193724	0.277393617	0.329787234	CONCON
NC_035781.1	12193724	12194224	0.1804054054	0.2054054054	CONCON
NC_035781.1	12194224	12194724	0.2338970588	0.2588235294	CONCON
NC_035781.1	12194724	12195224	0.1197916667	0.125	CONCON
NC_035781.1	12195224	12195724	0.18703125	0.20625	CONCON
NC_035781.1	12195724	12196224	0.09765625	0.10625	CONCON
NC_035781.1	12196224	12196724	0.18875	0.215	CONCON
NC_035781.1	12196724	12197224	0.13375	0.1590909091	CONCON
NC_035781.1	12197224	12197724	0.1848863636	0.1984848485	CONCON
NC_035781.1	12197724	12198224	0.21875	0.25	CONCON
NC_035781.1	12200224	12200724	0.2710096154	0.2788461538	CONCON
NC_035781.1	12200724	12201224	0.2128693182	0.2215909091	CONCON
NC_035781.1	12201224	12201724	0.268984375	0.309375	CONCON
NC_035781.1	12201724	12202224	0.230875	0.2483333333	CONCON
NC_035781.1	12202224	12202724	0.1979605263	0.2157894737	CONCON
NC_035781.1	12202724	12203224	0.1926666667	0.1933333333	CONCON
NC_035781.1	12203224	12203724	0.3048660714	0.3339285714	CONCON
NC_035781.1	12203724	12204224	0.34105	0.346	CONCON
NC_035781.1	12204724	12205224	0.35345	0.326	CONCON
NC_035781.1	12205224	12205724	0.2891666667	0.2833333333	CONCON
NC_035781.1	12205724	12206224	0.0828125	0.0875	CONCON
NC_035781.1	12206224	12206724	0.2294078947	0.2289473684	CONCON
NC_035781.1	12206724	12207224	0.2154044118	0.1985294118	CONCON
NC_035781.1	12207224	12207724	0.1984	0.196	CONCON
NC_035781.1	12207724	12208224	0.1924715909	0.2147727273	CONCON
NC_035781.1	12208224	12208724	0.1725462963	0.1981481481	CONCON
NC_035781.1	12208724	12209224	0.165390625	0.178125	CONCON
NC_035781.1	12209224	12209724	0.1794103774	0.2009433962	CONCON
NC_035781.1	12209724	12210224	0.1666847826	0.1869565217	CONCON
NC_035781.1	12210224	12210724	0.08337837838	0.09189189189	CONCON
NC_035781.1	12210724	12211224	0.1602439024	0.187804878	CONCON
NC_035781.1	12211224	12211724	0.1444726563	0.15390625	CONCON
NC_035781.1	12211724	12212224	0.2306712963	0.2805555556	CONCON
NC_035781.1	14309790	14310290	0.09641666667	0.1033333333	CONCON
NC_035781.1	14310290	14310790	0.09125	0.1071428571	CONCON
NC_035781.1	14310790	14311290	0.09375	0.1	CONCON
NC_035781.1	14311790	14312290	0.46875	0.55	CONCON
NC_035781.1	14312290	14312790	0.07704545455	0.08181818182	CONCON
NC_035781.1	14312790	14313290	0.12875	0.1375	CONCON
NC_035781.1	14313290	14313790	0.1943055556	0.2388888889	CONCON
NC_035781.1	14313790	14314290	0.40095	0.49	CONCON
NC_035781.1	14314290	14314790	0.4026666667	0.4933333333	CONCON
NC_035781.1	14316290	14316790	0.26	0.3125	CONCON
NC_035781.1	14316790	14317290	0.24625	0.2785714286	CONCON
NC_035781.1	14317290	14317790	0.190625	0.2365384615	CONCON
NC_035781.1	14317790	14318290	0.2499038462	0.2576923077	CONCON
NC_035781.1	14318290	14318790	0.2479166667	0.2916666667	CONCON
NC_035781.1	14318790	14319290	0.2298529412	0.2411764706	CONCON
NC_035781.1	14319290	14319790	0.2410294118	0.275	CONCON
NC_035781.1	14319790	14320290	0.2138068182	0.2295454545	CONCON
NC_035781.1	14320290	14320790	0.1677016129	0.1887096774	CONCON
NC_035781.1	14320790	14321290	0.2444512195	0.2829268293	CONCON
NC_035781.1	14321290	14321790	0.2048295455	0.2522727273	CONCON
NC_035781.1	14321790	14322290	0.2551515152	0.2878787879	CONCON
NC_035781.1	14322290	14322790	0.2395833333	0.2642857143	CONCON
NC_035781.1	14322790	14323290	0.24078125	0.28125	CONCON
NC_035781.1	14323290	14323790	0.2776041667	0.3125	CONCON
NC_035781.1	14323790	14324290	0.2288888889	0.2592592593	CONCON
NC_035781.1	14324290	14324790	0.0921875	0.1125	CONCON
NC_035781.1	14324790	14325290	0.3418055556	0.3277777778	CONCON
NC_035781.1	14325290	14325790	0.2650757576	0.2878787879	CONCON
NC_035781.1	14325790	14326290	0.18578125	0.20875	CONCON
NC_035781.1	14326290	14326790	0.2226013514	0.3013513514	CONCON
NC_035781.1	14326790	14327290	0.1182352941	0.1529411765	CONCON
NC_035781.1	14327290	14327790	0.1458928571	0.1642857143	CONCON
NC_035781.1	14327790	14328290	0.2886413043	0.3282608696	CONCON
NC_035781.1	14328290	14328790	0.3079166667	0.3214285714	CONCON
NC_035781.1	14328790	14329290	0.2175	0.25	CONCON
NC_035781.1	14329290	14329790	0.102	0.1033333333	CONCON
NC_035781.1	14329790	14330290	0.1242241379	0.1379310345	CONCON
NC_035781.1	14330290	14330790	0.1016346154	0.1076923077	CONCON
NC_035781.1	14330790	14331290	0.1575480769	0.1788461538	CONCON
NC_035781.1	14331290	14331790	0.339375	0.375	CONCON
NC_035781.1	14331790	14332290	0.33535	0.418	CONCON
NC_035781.1	14332290	14332790	0.2034051724	0.2603448276	CONCON
NC_035781.1	14332790	14333290	0.1718055556	0.2166666667	CONCON
NC_035781.1	14333290	14333790	0.2210483871	0.2774193548	CONCON
NC_035781.1	14333790	14334290	0.2478947368	0.3	CONCON
NC_035781.1	14334290	14334790	0.2481730769	0.3076923077	CONCON
NC_035781.1	14334790	14335290	0.2340625	0.3034090909	CONCON
NC_035781.1	14335290	14335790	0.1949166667	0.24	CONCON
NC_035781.1	14336290	14336790	0.2234166667	0.2566666667	CONCON
NC_035781.1	14336790	14337290	0.1696590909	0.1977272727	CONCON
NC_035781.1	14337290	14337790	0.2709722222	0.3277777778	CONCON
NC_035781.1	14337790	14338290	0.211171875	0.2375	CONCON
NC_035781.1	14338290	14338790	0.2721590909	0.2924242424	CONCON
NC_035781.1	14338790	14339290	0.2180232558	0.2441860465	CONCON
NC_035781.1	14339290	14339790	0.1840277778	0.2388888889	CONCON
NC_035781.1	14339790	14340290	0.146953125	0.178125	CONCON
NC_035781.1	14340290	14340790	0.1019230769	0.1153846154	CONCON
NC_035781.1	14340790	14341290	0.1726785714	0.2357142857	CONCON
NC_035781.1	14341290	14341790	0.1665	0.2066666667	CONCON
NC_035781.1	14341790	14342290	0.1616129032	0.1903225806	CONCON
NC_035781.1	14342290	14342790	0.224	0.248	CONCON
NC_035781.1	14342790	14343290	0.194375	0.2216666667	CONCON
NC_035781.1	14343290	14343790	0.06897727273	0.07727272727	CONCON
NC_035781.1	14343790	14344290	0.2173214286	0.2714285714	CONCON
NC_035781.1	14344290	14344790	0.1437179487	0.1615384615	CONCON
NC_035781.1	14344790	14345290	0.252172619	0.2916666667	CONCON
NC_035781.1	14345290	14345790	0.2024166667	0.2166666667	CONCON
NC_035781.1	14345790	14346290	0.1190865385	0.1365384615	CONCON
NC_035781.1	14346290	14346790	0.1063888889	0.1155555556	CONCON
NC_035781.1	14346790	14347290	0.1245833333	0.1375	CONCON
NC_035781.1	14347290	14347790	0.11515625	0.1354166667	CONCON
NC_035781.1	14347790	14348290	0.2251388889	0.2611111111	CONCON
NC_035781.1	14348290	14348790	0.1614705882	0.1843137255	CONCON
NC_035781.1	14348790	14349290	0.1415217391	0.1739130435	CONCON
NC_035781.1	14349290	14349790	0.1412339744	0.166025641	CONCON
NC_035781.1	17925186	17925686	0.13	0.15	CONCON
NC_035781.1	17925686	17926186	0.1083467742	0.1177419355	CONCON
NC_035781.1	17926186	17926686	0.1791297468	0.2107594937	CONCON
NC_035781.1	17926686	17927186	0.1395089286	0.1446428571	CONCON
NC_035781.1	17927186	17927686	0.2268632075	0.2518867925	CONCON
NC_035781.1	17927686	17928186	0.2564962121	0.3053030303	CONCON
NC_035781.1	17928186	17928686	0.1800797872	0.2074468085	CONCON
NC_035781.1	17928686	17929186	0.07546875	0.08541666667	CONCON
NC_035781.1	17929186	17929686	0.06144230769	0.06923076923	CONCON
NC_035781.1	17929686	17930186	0.2686397059	0.3338235294	CONCON
NC_035781.1	17930186	17930686	0.1491330645	0.1653225806	CONCON
NC_035781.1	17930686	17931186	0.189609375	0.2135416667	CONCON
NC_035781.1	17931186	17931686	0.1196323529	0.1264705882	CONCON
NC_035781.1	17931686	17932186	0.1168981481	0.1203703704	CONCON
NC_035781.1	17932186	17932686	0.1875245098	0.2264705882	CONCON
NC_035781.1	17932686	17933186	0.1813224638	0.2123188406	CONCON
NC_035781.1	17933186	17933686	0.1841666667	0.2142857143	CONCON
NC_035781.1	17933686	17934186	0.1402564103	0.1538461538	CONCON
NC_035781.1	17934186	17934686	0.2426190476	0.2428571429	CONCON
NC_035781.1	17934686	17935186	0.14275	0.1566666667	CONCON
NC_035781.1	17935186	17935686	0.2049621212	0.2590909091	CONCON
NC_035781.1	17935686	17936186	0.2537109375	0.3296875	CONCON
NC_035781.1	17936186	17936686	0.1475877193	0.1719298246	CONCON
NC_035781.1	17936686	17937186	0.1501785714	0.1683673469	CONCON
NC_035781.1	17937186	17937686	0.1968882979	0.264893617	CONCON
NC_035781.1	17937686	17938186	0.3248214286	0.4892857143	CONCON
NC_035781.1	17938186	17938686	0.147972973	0.1810810811	CONCON
NC_035781.1	17938686	17939186	0.1282727273	0.1509090909	CONCON
NC_035781.1	17939186	17939686	0.20259375	0.23375	CONCON
NC_035781.1	17939686	17940186	0.2133823529	0.2411764706	CONCON
NC_035781.1	17940186	17940686	0.2347916667	0.2875	CONCON
NC_035781.1	17940686	17941186	0.10125	0.1166666667	CONCON
NC_035781.1	17941186	17941686	0.1744680851	0.2191489362	CONCON
NC_035781.1	17941686	17942186	0.1879104478	0.2402985075	CONCON
NC_035781.1	17942186	17942686	0.2297222222	0.262962963	CONCON
NC_035781.1	17942686	17943186	0.2089583333	0.2583333333	CONCON
NC_035781.1	17943186	17943686	0.10984375	0.11875	CONCON
NC_035781.1	17944686	17945186	0.1331730769	0.15	CONCON
